InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SourceYear,IsCancelled,Year,Month,YearMonth,DayOfWeek,Hour,Revenue
532964,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,3,2010-11-15 12:43:00,6.75,15493.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,12,20.25
550667,21212,PACK OF 72 RETROSPOT CAKE CASES,960,2011-04-20 09:48:00,0.4,13027.0,United Kingdom,2010-2011,False,2011,4,2011-04,Wednesday,9,384.0
502245,22443,GROW YOUR OWN HERBS SET OF 3,4,2010-03-23 13:40:00,7.95,15079.0,United Kingdom,2009-2010,False,2010,3,2010-03,Tuesday,13,31.8
547250,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-03-22 09:30:00,0.83,,United Kingdom,2010-2011,False,2011,3,2011-03,Tuesday,9,1.66
554765,23111,PARISIENNE SEWING BOX,1,2011-05-26 11:38:00,12.5,16837.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,11,12.5
577557,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-11-20 15:36:00,0.42,15426.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,15,0.42
557746,23168,CLASSIC CAFE SUGAR DISPENSER,3,2011-06-22 12:24:00,1.25,15059.0,United Kingdom,2010-2011,False,2011,6,2011-06,Wednesday,12,3.75
509765,21713,CITRONELLA CANDLE FLOWERPOT,12,2010-05-25 15:30:00,2.1,16004.0,United Kingdom,2009-2010,False,2010,5,2010-05,Tuesday,15,25.200000000000003
493066,21544,SKULLS  WATER TRANSFER TATTOOS ,1,2009-12-21 17:14:00,0.85,,United Kingdom,2009-2010,False,2009,12,2009-12,Monday,17,0.85
557937,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1,2011-06-23 15:30:00,4.13,,United Kingdom,2010-2011,False,2011,6,2011-06,Thursday,15,4.13
568987,22467,GUMBALL COAT RACK,12,2011-09-29 15:58:00,2.55,12709.0,Germany,2010-2011,False,2011,9,2011-09,Thursday,15,30.599999999999998
549257,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-04-07 12:29:00,2.08,14465.0,United Kingdom,2010-2011,False,2011,4,2011-04,Thursday,12,2.08
571564,23356,LOVE HOT WATER BOTTLE,3,2011-10-18 10:16:00,5.95,16019.0,United Kingdom,2010-2011,False,2011,10,2011-10,Tuesday,10,17.85
537240,84050,PINK HEART SHAPE EGG FRYING PAN,3,2010-12-06 10:08:00,4.21,,United Kingdom,2009-2010,False,2010,12,2010-12,Monday,10,12.629999999999999
518142,21930,JUMBO STORAGE BAG SKULLS,2,2010-08-04 16:08:00,4.21,,United Kingdom,2009-2010,False,2010,8,2010-08,Wednesday,16,8.42
578305,23284,DOORMAT KEEP CALM AND COME IN,58,2011-11-23 15:44:00,7.08,14088.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,15,410.64
496503,84050,PINK HEART SHAPE EGG FRYING PAN,24,2010-02-02 09:59:00,1.65,13319.0,United Kingdom,2009-2010,False,2010,2,2010-02,Tuesday,9,39.599999999999994
551818,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-05-04 11:57:00,1.25,12569.0,Germany,2010-2011,False,2011,5,2011-05,Wednesday,11,30.0
524267,22629,SPACEBOY LUNCH BOX ,12,2010-09-28 11:44:00,1.95,17364.0,United Kingdom,2009-2010,False,2010,9,2010-09,Tuesday,11,23.4
536532,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,2009-2010,False,2010,12,2010-12,Wednesday,13,13.200000000000001
535588,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-11-26 16:09:00,2.95,15914.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,16,2.95
520665,22561,WOODEN SCHOOL COLOURING SET,6,2010-08-27 13:05:00,1.65,13206.0,United Kingdom,2009-2010,False,2010,8,2010-08,Friday,13,9.899999999999999
535956,22832,BROCANTE SHELF WITH HOOKS,2,2010-11-29 12:20:00,10.75,17756.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,12,21.5
522121,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,2010-09-13 09:27:00,2.95,14911.0,EIRE,2009-2010,False,2010,9,2010-09,Monday,9,17.700000000000003
576933,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-17 11:29:00,0.55,15529.0,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,11,0.55
571272,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,2011-10-16 12:19:00,1.65,13878.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,12,19.799999999999997
533499,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-11-17 13:46:00,2.95,15428.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,13,17.700000000000003
576771,23374,RED SPOT PAPER GIFT BAG,10,2011-11-16 13:19:00,0.82,13285.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,13,8.2
572719,23032,DRAWER KNOB CRACKLE GLAZE IVORY,24,2011-10-25 15:03:00,1.65,13871.0,United Kingdom,2010-2011,False,2011,10,2011-10,Tuesday,15,39.599999999999994
523774,85114A,BLACK ENCHANTED FOREST PLACEMAT,60,2010-09-24 11:11:00,1.45,14967.0,United Kingdom,2009-2010,False,2010,9,2010-09,Friday,11,87.0
578125,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-11-23 10:31:00,0.39,17511.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,10,4.68
527889,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-10-19 12:14:00,4.65,14911.0,EIRE,2009-2010,False,2010,10,2010-10,Tuesday,12,18.6
533505,85049B,LUSH GREENS RIBBONS,2,2010-11-17 14:05:00,1.25,12890.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,14,2.5
495311,21486,PINK HEART DOTS HOT WATER BOTTLE,1,2010-01-22 14:19:00,3.75,17243.0,United Kingdom,2009-2010,False,2010,1,2010-01,Friday,14,3.75
553718,23201,JUMBO BAG ALPHABET,1,2011-05-18 16:14:00,4.13,,United Kingdom,2010-2011,False,2011,5,2011-05,Wednesday,16,4.13
536539,48138,DOORMAT UNION FLAG,2,2010-12-01 14:03:00,7.95,15165.0,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,14,15.9
567882,23369,SET 36 COLOUR PENCILS LOVE LONDON,128,2011-09-22 15:03:00,1.06,12906.0,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,15,135.68
518658,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2010-08-10 13:52:00,3.75,13839.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,13,15.0
498338,21279,VINTAGE KITCHEN PRINT FRUITS,6,2010-02-18 10:35:00,2.55,13020.0,United Kingdom,2009-2010,False,2010,2,2010-02,Thursday,10,15.299999999999999
527885,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-10-19 12:05:00,2.95,15011.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,12,17.700000000000003
531489,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1,2010-11-08 15:02:00,5.06,,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,15,5.06
537623,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-07 14:31:00,1.65,15858.0,United Kingdom,2010-2011,False,2010,12,2010-12,Tuesday,14,8.25
569825,22840,ROUND CAKE TIN VINTAGE RED,2,2011-10-06 12:23:00,7.95,15805.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,12,15.9
567928,85099F,JUMBO BAG STRAWBERRY,10,2011-09-22 17:31:00,2.08,12380.0,Belgium,2010-2011,False,2011,9,2011-09,Thursday,17,20.8
545163,21936,RED RETROSPOT PICNIC BAG,5,2011-02-28 13:39:00,2.95,16607.0,United Kingdom,2010-2011,False,2011,2,2011-02,Monday,13,14.75
504925,90019A,SILVER M.O.P ORBIT BRACELET,1,2010-04-19 10:53:00,5.51,,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,10,5.51
540995,90040A,MURANO STYLE GLASS BRACELET RED,1,2011-01-13 09:30:00,4.15,,United Kingdom,2010-2011,False,2011,1,2011-01,Thursday,9,4.15
519027,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2010-08-13 10:00:00,2.98,,United Kingdom,2009-2010,False,2010,8,2010-08,Friday,10,2.98
531728,21733,RED HANGING HEART T-LIGHT HOLDER,12,2010-11-09 12:07:00,2.95,16223.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,12,35.400000000000006
532438,22149,FELTCRAFT 6 FLOWER FRIENDS,3,2010-11-12 11:21:00,2.1,18022.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,11,6.300000000000001
555810,23154,SET OF 4 JAM JAR MAGNETS,12,2011-06-07 11:39:00,2.08,17091.0,United Kingdom,2010-2011,False,2011,6,2011-06,Tuesday,11,24.96
579473,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-11-29 15:17:00,4.25,13198.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,15,17.0
490373,20679,EDWARDIAN PARASOL RED,6,2009-12-05 12:28:00,4.95,17850.0,United Kingdom,2009-2010,False,2009,12,2009-12,Saturday,12,29.700000000000003
557221,20616,CHERRY BLOSSOM PASSPORT COVER,6,2011-06-17 13:01:00,0.75,16869.0,United Kingdom,2010-2011,False,2011,6,2011-06,Friday,13,4.5
580305,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-12-02 14:26:00,1.65,12970.0,United Kingdom,2010-2011,False,2011,12,2011-12,Friday,14,3.3
534054,22779,WOODEN OWLS LIGHT GARLAND ,3,2010-11-21 10:38:00,4.25,16746.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,10,12.75
562264,23199,JUMBO BAG APPLES,1,2011-08-03 16:14:00,4.13,,United Kingdom,2010-2011,False,2011,8,2011-08,Wednesday,16,4.13
522620,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2010-09-15 15:14:00,2.51,,United Kingdom,2009-2010,False,2010,9,2010-09,Wednesday,15,2.51
511848,72756,FAIRY CAKE CANDLES,9,2010-06-10 18:50:00,1.49,17180.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,18,13.41
572540,21935,SUKI  SHOULDER BAG,3,2011-10-24 16:17:00,4.13,,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,16,12.39
558812,48184,DOORMAT ENGLISH ROSE ,4,2011-07-04 11:35:00,7.95,16265.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,11,31.8
536412,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2010-12-01 11:49:00,2.95,17920.0,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,11,2.95
536798,37370,RETRO COFFEE MUGS ASSORTED,6,2010-12-02 15:55:00,1.25,17838.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,15,7.5
550281,POST,POSTAGE,1,2011-04-15 13:48:00,40.0,12457.0,Switzerland,2010-2011,False,2011,4,2011-04,Friday,13,40.0
506122,22464,HANGING METAL HEART LANTERN,12,2010-04-27 14:11:00,1.65,13048.0,United Kingdom,2009-2010,False,2010,4,2010-04,Tuesday,14,19.799999999999997
501657,22301,COFFEE MUG CAT + BIRD DESIGN,1,2010-03-18 13:10:00,2.55,13243.0,United Kingdom,2009-2010,False,2010,3,2010-03,Thursday,13,2.55
536188,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-11-30 12:33:00,3.75,14625.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,12,22.5
547249,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-22 09:27:00,0.83,,United Kingdom,2010-2011,False,2011,3,2011-03,Tuesday,9,1.66
535407,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2010-11-26 11:20:00,5.06,,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,11,10.12
537209,22482,BLUE TEA TOWEL CLASSIC DESIGN,1,2010-12-05 15:12:00,1.25,14606.0,United Kingdom,2009-2010,False,2010,12,2010-12,Sunday,15,1.25
576538,21888,BINGO SET,1,2011-11-15 12:42:00,3.75,14725.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,12,3.75
523189,M,Manual,1,2010-09-20 16:50:00,413.28,,United Kingdom,2009-2010,False,2010,9,2010-09,Monday,16,413.28
517558,21988,PACK OF 6 SKULL PAPER PLATES,5,2010-07-29 19:56:00,0.85,17921.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,19,4.25
499422,82567,"AIRLINE LOUNGE,METAL SIGN",1,2010-02-26 16:33:00,4.21,,United Kingdom,2009-2010,False,2010,2,2010-02,Friday,16,4.21
519806,22097,SWALLOW SQUARE TISSUE BOX,4,2010-08-20 12:45:00,1.25,18041.0,United Kingdom,2009-2010,False,2010,8,2010-08,Friday,12,5.0
511611,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-06-09 11:28:00,2.95,15352.0,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,11,2.95
525892,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-10-07 15:09:00,2.95,16411.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,15,2.95
577057,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5,2011-11-17 14:26:00,0.29,12748.0,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,14,1.45
553571,21465,PINK FLOWER CROCHET FOOD COVER,1,2011-05-18 09:35:00,3.75,17287.0,United Kingdom,2010-2011,False,2011,5,2011-05,Wednesday,9,3.75
537144,82551,LAUNDRY 15C METAL SIGN,1,2010-12-05 13:00:00,1.45,15880.0,United Kingdom,2010-2011,False,2010,12,2010-12,Sunday,13,1.45
511497,84946,ANTIQUE SILVER TEA GLASS ETCHED,36,2010-06-08 14:40:00,1.25,13089.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,14,45.0
516956,22624,IVORY KITCHEN SCALES,1,2010-07-25 15:44:00,8.5,13148.0,United Kingdom,2009-2010,False,2010,7,2010-07,Sunday,15,8.5
546787,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-03-17 10:01:00,1.69,14035.0,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,10,81.12
512168,21313,GLASS HEART T-LIGHT HOLDER ,1,2010-06-14 11:24:00,1.66,,United Kingdom,2009-2010,False,2010,6,2010-06,Monday,11,1.66
501928,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-03-22 11:01:00,2.95,16895.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,11,17.700000000000003
528613,21801,CHRISTMAS TREE DECORATION WITH BELL,8,2010-10-22 15:57:00,0.43,,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,15,3.44
518314,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-08-06 12:13:00,2.1,13920.0,United Kingdom,2009-2010,False,2010,8,2010-08,Friday,12,12.600000000000001
580054,22620,4 TRADITIONAL SPINNING TOPS,8,2011-12-01 13:08:00,1.45,18122.0,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,13,11.6
572843,48194,DOORMAT HEARTS,4,2011-10-26 12:06:00,8.25,14315.0,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,12,33.0
577543,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-20 14:40:00,1.25,17636.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,14,15.0
557315,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2011-06-19 16:02:00,1.45,15535.0,United Kingdom,2010-2011,False,2011,6,2011-06,Sunday,16,2.9
511051,21056,DOCTOR'S BAG SOFT TOY,1,2010-06-06 12:13:00,8.95,12911.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,12,8.95
498224,85206B,PINK FELT EASTER EGG BASKET,2,2010-02-17 14:24:00,1.65,17757.0,United Kingdom,2009-2010,False,2010,2,2010-02,Wednesday,14,3.3
532680,21181,PLEASE ONE PERSON METAL SIGN,2,2010-11-14 12:31:00,2.1,15547.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,12,4.2
523312,22904,CALENDAR PAPER CUT DESIGN,1,2010-09-21 13:16:00,2.95,15041.0,United Kingdom,2009-2010,False,2010,9,2010-09,Tuesday,13,2.95
510498,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2010-06-01 12:42:00,2.1,14227.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,12,25.200000000000003
529520,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-10-28 15:34:00,1.25,13031.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,15,15.0
512783,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-06-17 19:18:00,1.69,13969.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,19,1.69
559673,22384,LUNCH BAG PINK POLKADOT,10,2011-07-11 14:10:00,1.65,13224.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,14,16.5
557119,23028,DRAWER KNOB CRACKLE GLAZE BLUE,36,2011-06-16 17:08:00,1.65,17416.0,United Kingdom,2010-2011,False,2011,6,2011-06,Thursday,17,59.4
579516,22692,DOORMAT WELCOME TO OUR HOME,1,2011-11-29 17:52:00,8.25,17841.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,17,8.25
510519,22713,CARD I LOVE LONDON ,5,2010-06-01 13:49:00,0.85,,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,13,4.25
576508,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-15 12:02:00,1.25,17777.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,12,1.25
505068,84875B,GREEN SQUARE COMPACT MIRROR,12,2010-04-19 16:50:00,1.25,17850.0,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,16,15.0
499482,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2010-02-28 13:25:00,1.45,12471.0,Germany,2009-2010,False,2010,2,2010-02,Sunday,13,17.4
531767,48194,DOORMAT HEARTS,1,2010-11-09 14:04:00,7.95,17841.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,14,7.95
536798,21901,"KEY FOB , BACK DOOR ",48,2010-12-02 15:55:00,0.65,17838.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,15,31.200000000000003
546365,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-03-11 11:35:00,5.45,12520.0,Germany,2010-2011,False,2011,3,2011-03,Friday,11,16.35
523731,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,2010-09-23 17:16:00,2.95,17519.0,United Kingdom,2009-2010,False,2010,9,2010-09,Thursday,17,35.400000000000006
537955,22697,GREEN REGENCY TEACUP AND SAUCER,1,2010-12-09 11:28:00,2.95,16782.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,11,2.95
553369,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-05-16 14:30:00,2.95,15044.0,United Kingdom,2010-2011,False,2011,5,2011-05,Monday,14,11.8
494354,22072,TEA CUP AND SAUCER RETRO SPOT,4,2010-01-13 14:59:00,3.75,15513.0,United Kingdom,2009-2010,False,2010,1,2010-01,Wednesday,14,15.0
570886,21156,RETROSPOT CHILDRENS APRON,72,2011-10-13 10:23:00,1.65,13777.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,10,118.8
540255,20866,BLUE ROSE FABRIC MIRROR,2,2011-01-05 16:50:00,0.85,,United Kingdom,2010-2011,False,2011,1,2011-01,Wednesday,16,1.7
557611,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-06-21 12:35:00,1.25,17695.0,United Kingdom,2010-2011,False,2011,6,2011-06,Tuesday,12,15.0
558878,22991,GIRAFFE WOODEN RULER,1,2011-07-04 13:53:00,1.95,16385.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,13,1.95
559693,21934,SKULL SHOULDER BAG,11,2011-07-11 16:21:00,1.63,,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,16,17.93
494079,37448,CERAMIC CAKE DESIGN SPOTTED MUG,20,2010-01-11 12:19:00,1.49,12835.0,United Kingdom,2009-2010,False,2010,1,2010-01,Monday,12,29.8
544418,22991,GIRAFFE WOODEN RULER,1,2011-02-18 15:15:00,1.95,,United Kingdom,2010-2011,False,2011,2,2011-02,Friday,15,1.95
501080,21426,WOODLAND STORAGE BOX SMALL,2,2010-03-12 11:19:00,4.21,,United Kingdom,2009-2010,False,2010,3,2010-03,Friday,11,8.42
567142,22778,GLASS CLOCHE SMALL,4,2011-09-16 14:55:00,3.95,14262.0,United Kingdom,2010-2011,False,2011,9,2011-09,Friday,14,15.8
489615,20784,RED RETRO BAR STOOL,1,2009-12-01 14:56:00,78.22,,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,14,78.22
496370,22207,FRYING PAN UNION FLAG,4,2010-02-01 11:20:00,4.25,13510.0,United Kingdom,2009-2010,False,2010,2,2010-02,Monday,11,17.0
497590,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,2010-02-10 17:59:00,1.66,,United Kingdom,2009-2010,False,2010,2,2010-02,Wednesday,17,4.9799999999999995
527407,22715,CARD WEDDING DAY,12,2010-10-17 14:44:00,0.42,17141.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,14,5.04
496502,84849B,FAIRY SOAP SOAP HOLDER,12,2010-02-02 09:39:00,1.69,17146.0,United Kingdom,2009-2010,False,2010,2,2010-02,Tuesday,9,20.28
497504,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2010-02-10 11:21:00,1.95,14593.0,United Kingdom,2009-2010,False,2010,2,2010-02,Wednesday,11,1.95
559929,21500,PINK POLKADOT WRAP ,25,2011-07-14 09:10:00,0.42,14265.0,Unspecified,2010-2011,False,2011,7,2011-07,Thursday,9,10.5
579187,20665,RED RETROSPOT PURSE ,1,2011-11-28 15:31:00,5.79,,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,15,5.79
569833,21883,STARS GIFT TAPE ,12,2011-10-06 12:56:00,0.65,15306.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,12,7.800000000000001
569899,22083,PAPER CHAIN KIT RETROSPOT,6,2011-10-06 16:15:00,2.95,13940.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,16,17.700000000000003
490323,21883,STARS GIFT TAPE ,4,2009-12-04 15:27:00,0.65,14087.0,United Kingdom,2009-2010,False,2009,12,2009-12,Friday,15,2.6
578790,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-11-25 12:20:00,2.1,14966.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,12.600000000000001
575692,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,2011-11-10 16:27:00,0.29,12508.0,France,2010-2011,False,2011,11,2011-11,Thursday,16,0.58
551012,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-04-26 10:32:00,1.63,,United Kingdom,2010-2011,False,2011,4,2011-04,Tuesday,10,4.89
569702,23033,DRAWER KNOB CERAMIC RED,6,2011-10-05 16:09:00,1.45,14396.0,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,16,8.7
511557,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-06-09 10:02:00,0.55,15290.0,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,10,13.200000000000001
529365,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2010-10-28 10:00:00,5.06,,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,10,5.06
544298,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-02-17 12:51:00,0.36,14298.0,United Kingdom,2010-2011,False,2011,2,2011-02,Thursday,12,8.64
499232,48194,DOOR MAT HEARTS,1,2010-02-25 12:21:00,7.49,13334.0,United Kingdom,2009-2010,False,2010,2,2010-02,Thursday,12,7.49
579002,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,6,2011-11-27 16:27:00,0.85,14093.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,16,5.1
526502,22508,DOORSTOP RETROSPOT HEART,16,2010-10-12 10:22:00,3.39,13710.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,10,54.24
513440,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,6,2010-06-24 14:34:00,2.95,14583.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,14,17.700000000000003
577297,23324,RUSTIC STRAWBERRY JAM POT LARGE ,6,2011-11-18 12:48:00,2.08,14593.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,12.48
559672,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-07-11 14:04:00,2.1,14796.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,14,2.1
570887,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-10-13 10:25:00,0.29,17169.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,10,6.959999999999999
497910,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-02-14 13:40:00,0.95,15260.0,United Kingdom,2009-2010,False,2010,2,2010-02,Sunday,13,11.399999999999999
580983,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-12-06 16:26:00,8.29,,United Kingdom,2010-2011,False,2011,12,2011-12,Tuesday,16,8.29
546790,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2011-03-17 10:26:00,7.9,14713.0,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,10,47.400000000000006
537826,22473,TV DINNER TRAY VINTAGE PAISLEY,7,2010-12-08 14:38:00,4.95,15581.0,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,14,34.65
493260,84750A,PINK SMALL GLASS CAKE STAND,4,2009-12-22 14:31:00,4.3,,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,14,17.2
538524,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2010-12-13 09:35:00,5.91,,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,9,11.82
537369,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2010-12-06 12:41:00,3.75,17860.0,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,12,3.75
491971,84691,PACK 20 DOLLY PEGS,2,2009-12-14 18:37:00,1.7,,United Kingdom,2009-2010,False,2009,12,2009-12,Monday,18,3.4
569893,21680,WOODLAND  STICKERS,24,2011-10-06 15:51:00,0.85,12627.0,Germany,2010-2011,False,2011,10,2011-10,Thursday,15,20.4
565847,21988,PACK OF 6 SKULL PAPER PLATES,1,2011-09-07 12:44:00,1.63,,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,12,1.63
561388,22583,PACK OF 6 HANDBAG GIFT BOXES,48,2011-07-27 09:32:00,2.55,12753.0,Japan,2010-2011,False,2011,7,2011-07,Wednesday,9,122.39999999999999
528124,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-10-20 14:41:00,3.25,13065.0,United Kingdom,2009-2010,False,2010,10,2010-10,Wednesday,14,26.0
577172,21439,BASKET OF TOADSTOOLS,5,2011-11-18 10:56:00,1.25,17760.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,10,6.25
532059,22618,COOKING SET RETROSPOT,2,2010-11-10 14:37:00,9.95,15646.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,14,19.9
